scenario,scenario_label,initial_belief,c_theta1,c_theta2,strategy,strategy_label,seed,run_id,terminal_public_belief
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,91,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,92,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,93,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,94,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,95,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,96,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,97,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,98,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,99,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,100,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,101,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,102,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,103,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,104,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,105,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,106,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,107,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,108,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,109,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,110,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,111,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,112,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,113,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,114,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,115,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,116,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,117,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,118,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,119,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,120,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,121,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,122,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,123,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,124,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,125,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,126,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,127,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,128,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,129,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,130,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,131,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,132,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,133,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,134,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,135,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,136,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,137,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,138,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,139,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,140,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,141,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,142,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,143,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,144,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,145,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,146,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,147,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,148,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,149,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,150,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,151,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,152,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,153,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,154,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,155,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,156,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,157,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,158,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,159,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,160,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,161,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,162,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,163,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,164,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,165,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,166,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,167,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,168,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,169,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,170,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,171,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,172,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,173,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,174,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,175,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,176,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,177,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,178,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,179,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,180,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,181,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,182,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,183,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,184,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,185,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,186,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,187,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,188,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,189,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,190,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,191,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,192,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,193,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,194,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,195,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,196,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,197,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,198,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,199,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,200,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,201,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,202,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,203,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,204,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,205,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,206,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,207,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,208,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,209,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,210,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,211,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,212,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,213,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,214,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,215,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,216,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,217,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,218,0.5454545454545454
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,219,1.0
scenario_a,场景 A,0.65,2.5,1.5,recursive_pbne,递归 PBNE 策略（以真乱假）,20260425,220,0.5454545454545454
